_id,Source,Source_ID,Location,Artist,Title,Medium,ArtForm,Status,ImageName,ImageURL,ThumbURL,ImageAltText,WARD,WARD_FULLNAME,YEAR_INSTALLED,Description,OwnedBy,CommissionedBy,PublicArtConsultant,ImageOrientation,ExternalLink,ExternalLinkText,geometry
292,Percent for Public Art - Private Developer Program,226,88 Queen Street East,"Kasten, Barbara",Futurism,Direct to glass printing,None,Existing,futurism.jpg,https://www.toronto.ca/ext/pln/publicart/futurism.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/futurism.jpg,Image of Barbara Kasten's direct to glass printed mural titled 'Futurism' in various tones of blue and yellow,13,Toronto Centre,2020,"The iconic forms portrayed in my proposed mural, Futurism, are structures that have been used in architecture throughout history. I chose these elements to reflect the historic character of the neighborhood and it's evolution from building with brick and mortar to steel and glass. The image is an eclectic 'skyscape,' heralding the mix of the city's classic buildings with mid-century and contemporary additions in this important historic area in the heart of downtown Toronto. My research into the fabrication process for painted glass led me to London born Rebecca Salisbury James, who revitalized reverse glass painting while living in Taos, New Mexico from the 1930s through the 50s. She challenged traditional painting as she worked alongside a predominantly male society of artists. I admire her adventurous spirit and importance in reviving a quotidian craft.  Futurism updates James's reverse painting process. The process challenges the traditional photograph that is normally printed on light sensitive paper. The image is based on a black and white photograph of archetypal models that I constructed to photograph. Each of the two colors of the composition is digitally printed on a series of fourteen (14) individual large glass plates that abut each other. The iconic forms portrayed in my proposed mural, Futurism, are structures that have been used in architecture throughout history. I chose these elements to reflect the historic character of the neighborhood and it's evolution from building with brick and mortar to steel and glass. The image is an eclectic 'skyscape,' heralding the mix of the city's classic buildings with mid-century and contemporary additions in this important historic area in the heart of downtown Toronto.",None,St Thomas Developments,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.37488323, 43.65436212]]}"
293,Percent for Public Art - Private Developer Program,227,6 Jackes Avenue,"de Beer, Sue",Untitled,Stainless steel,None,Existing,suedebeeruntitled.jpg,https://www.toronto.ca/ext/pln/publicart/suedebeeruntitled.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/suedebeeruntitled.jpg,"De Beer's sculpture recalls this historical signage and the radio station's visual identity from the same time period. It inscribes a mirror-polished stainless steel disk with a series of black concentric rings that create perceptual effects and a sense of visual play, reflecting the people and surroundings of the neighborhood.",13,Toronto Centre,2020,"6 Jackes previously served as the headquarters of CHUM Radio. Historical photos taken of Yonge Street in 1970 show a neighborhood populated with large-scale signs at commercial storefronts, specifically at local record stores. De Beer's sculpture recalls this historical signage and the radio station's visual identity from the same time period. It inscribes a mirror-polished stainless steel disk with a series of black concentric rings that create perceptual effects and a sense of visual play, reflecting the people and surroundings of the neighborhood",None,Aspen Ridge Homes,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.39236586, 43.68516795]]}"
294,Percent for Public Art - Private Developer Program,228,500 Lake Shore Boulevard West,Verhoeven Twins,Garrison Creek Lotuses,Powder coated steel,None,Existing,garrisoncreeklotuses.jpg,https://www.toronto.ca/ext/pln/publicart/garrisoncreeklotuses.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/garrisoncreeklotuses.jpg,None,13,Toronto Centre,2021,None,None,Wittington Properties,None,portrait,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.39950967, 43.63777611]]}"
295,Percent for Public Art - Private Developer Program,229,"131 McMahon Drive, Ethennonnhawahstihnen Park, Concord Park Place","Lum, Ken",Cracked Ice,Glass and Steel,None,Existing,kenlumcrackedice.jpg,https://www.toronto.ca/ext/pln/publicart/kenlumcrackedice.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/kenlumcrackedice.jpg,"Cracked Ice, situated at the edge of the park makes a cheeky reference back to the water themes expressed in many of the artworks in the park. In this instance, it also refers to the idea of screens as an architectural device.
",17,Don Valley North,2019,"Cracked Ice, situated at the edge of the park makes a cheeky reference back to the water themes expressed in many of the artworks in the park. In this instance, it also refers to the idea of screens as an architectural device.",None,Concord Adex Development Corporation,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.37117174, 43.76773544]]}"
296,Percent for Public Art - Private Developer Program,230,"131 McMahon Drive, Ethennonnhawahstihnen Park, Concord Park Place","Belmore, Michael",Ebb and Flow,Glass and Steel,None,Existing,belmore.jpg,https://www.toronto.ca/ext/pln/publicart/belmore.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/belmore.jpg,"An art sign marks one of the entry features at the south side of the park. This is based on a drawing showing the movement of the water flow. Art signs are useful in wayfinding for visitors also making a subtle yet elegant art statement within the park.
",17,Don Valley North,2019,An art sign marks one of the entry features at the south side of the park. This is based on a drawing showing the movement of the water flow. Art signs are useful in wayfinding for visitors also making a subtle yet elegant art statement within the park.,None,Concord Adex Development Corporation,None,portrait,https://vimeo.com/455876021,External video,"{'type': 'MultiPoint', 'coordinates': [[-79.37117174, 43.76773544]]}"
297,Percent for Public Art - Private Developer Program,231,88 Davenport Road,"Poussin, Pierre",Exported Floras,"Laser-cut Steel and LEDs, 24.5m W x 4.2m H x 0.2m D",None,Existing,exportedfloras.jpg,https://www.toronto.ca/ext/pln/publicart/exportedfloras.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/exportedfloras.jpg,"Photo of a large public art piece resembling an abstracted flower planter. The artwork is a metallic bronze color of interwoven layers of steel, visualizing local flora.",11,University-Rosedale,2016,"Located on Toronto's Davenport Road at Bay Street, Exported Floras was inspired by Davenport's rich history as one of Canada's oldest trading routes. Exported Floras' imagery is composed of three indigenous flowers which were all exported to Europe during Canada's early colonization period. Photographer Credit:  Elias Gates-Kass.",None,None,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.38995657, 43.67311087]]}"
298,Percent for Public Art - Private Developer Program,232,70 Queens Wharf Road,"McClelland, Niall",Zig Zag,"Exterior latex paint, flat bar, + aluminum 3-D panels",None,Existing,zigzag.jpg,https://www.toronto.ca/ext/pln/publicart/zigzag.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/zigzag.jpg,A mural reflecting its own environment through geometric abstraction,10,Spadina-Fort York,2018,"This work uses its immediate environment as jumping off point to create a large geometric abstraction, filtering and reflecting the glass towers and blue light + shadows, camoflaging itself into its location.",None,None,None,landscape,https://llain-etc.com/,External website,"{'type': 'MultiPoint', 'coordinates': [[-79.40007334, 43.63827414]]}"
299,Percent for Public Art - Private Developer Program,233,"101 and 115 Humber College Boulevard, Etobicoke General Hospital","McClelland, Niall",Pigeon Park,Digital printed ceramic frit on glass,None,Existing,pigeonpark.jpg,https://www.toronto.ca/ext/pln/publicart/pigeonpark.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/pigeonpark.jpg,"An immersive, architecturally integrated abstraction",1,Etobicoke North,2018,"Starting with a handmade collage, the intimate artwork has been enlarged into an immersive, architecturally integrated abstraction. The work invites the viewer to get lost in its patterns and shadows, providing an opportunity for contemplation and rest",None,None,None,landscape,https://llain-etc.com/,External website,"{'type': 'MultiPoint', 'coordinates': [[-79.599302, 43.730122]]}"
300,Percent for Public Art - Private Developer Program,234,1926 Lake Shore Boulevard West,"Macklem, Jennifer",Motion in Air (Ma),"The north facade of Mirabella Condominium's podium will receive a system of over 500 high-quality and recyclable aluminum panels covered with dye sublimation printed artwork imagery to express the art. Each panel measures 4 feet in width by 8.5 feet in height for a combined total artwork area of about 14,600 sq.ft.",None,Existing,motioninair.jpg,https://www.toronto.ca/ext/pln/publicart/motioninair.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/motioninair.jpg,"Mirabella Condominiums' public art contribution titled ""Motion in Air (Ma)"" showcasing environmental optimism with depictions of dragonflies, botany, diatoms and ribbons of colours.",4,Parkdale-High Park,2021,"Motion in Air (Ma) is conceived as a striking gateway project at the threshold of the City of Toronto. Intended as a large, welcoming image that graces the shoreline of the Great Lake Ontario, the artwork is comprised of vibrant colours and images that evoke water, sky and plant life. It pays homage to the interconnections of local ecology with images of dragonflies and their intricate wings, and includes diatoms and botany. This artwork is conceived during our era of environmental challenge and intends to spark curiosity and attention towards specific details of the natural, living world. It is meant to be a hopeful and accountable piece that speaks to Environmental Optimism.",None,DF Lake Shore Ltd.,None,landscape,None,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46738404, 43.63588962]]}"
301,Percent for Public Art - Private Developer Program,235,4 Avenue Road (The Park Hyatt Toronto),"Liu, An Te",Mixer,Bronze,None,Existing,mixer.jpg,https://www.toronto.ca/ext/pln/publicart/mixer.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/mixer.jpg,"View of An Te Liu's Mixer looking vest across Avenue Road. The works are centred in the Park Hyatt Porte-Cochère, welcoming guests as they arrive the to the Hotel.",11,University-Rosedale,2021,"Mixer renders the Park Hyatt site as a stage set inhabited by a pair of cast bronze figures. These forms are engaged in dialogue with passersby, with hotel visitors, and with each other. Bold and distinctive in silhouette, and richly finished in a lustrous deep gold patina, the sculptural ensemble forms a vivid and iconic tableau, reaffirming the Park Hyatt's role as a much-storied meeting place in the city. People are a critical part of the scenography of this work, which unfolds within the architectural proscenium and extends out into the city. As a public artwork, Mixer is monumental in scale - visible from afar and instantly recognizable - but it is also open and intimate, inviting visitors to experience the artwork in the round. The inspiration for Mixer comes archival photographs of the Park Hyatt Roof Lounge, vernacularly known as the rooftop bar. I experienced this myself as an exceptional place to have a martini while I was living and studying Art History at Victoria College, U of T, a stone's throw away. It is impossible to think of the Park Hyatt Hotel without recalling this space; its new incarnation is now keenly anticipated. Populated by guests, locals, and cultural luminaries alike, and tended by legendary bartenders poised before an array of glowing bottles filled with fine spirits, the Park Hyatt bar has epitomized hospitality, expert mixology, and an atmosphere of gregarious encounter. Mixer finds shape and form in the famously lavish display of bottles behind the bar, with their glowing flasks of amber encased in glass. Here, vessel and human form lean into each other, evoking the Park Hyatt's legendary history, evoking industrial, artisinal, and organic forms culled from glassware, receptacles, and couture. The forms also summon the artistic legacy of the British sculptor Henry Moore, a seminal figure in the history of the modern era in Toronto. His work The Archer was installed at Toronto City Hall in 1966, inspiring heated debate on the cultural identity of the city, defining once and for all its receptiveness to new ideas as an emerging international metropolis. Mixer embodies these legacies while also celebrating the pleasure of social encounter, and of imbibing in all senses of the word. These forms pass into each other and intermingle in a dance of shadow and light, a sculptural tribute to the pleasures of hospitality and the warm satisfaction of good company.",None,"The Park Hyatt Toronto (Hyatt Hotels & Resorts), Oxford Properties Group.",Tartar Art Projects,landscape,https://www.tatarartprojects.com/art-consulting/park-hyatt-toronto,External website,"{'type': 'MultiPoint', 'coordinates': [[-79.394524, 43.669328]]}"
302,Percent for Public Art - Private Developer Program,236,15 Queens Quay East,"Aycock, Alice",Unweaving the Rainbow,"Powder coated aluminum modules, rolled aluminum forms, white powder coated galvanized structural steel rolled channel, aluminum mesh and pipes, LEDs",None,Existing,unweavingtherainbow.jpg,https://www.toronto.ca/ext/pln/publicart/unweavingtherainbow.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/unweavingtherainbow.jpg,"Unweaving the Rainbow, 2021",10,Spadina-Fort York,2021,"Located on Queen's Quay East Street, the sculptural installation is visible from pedestrian and automobile traffic. It operates as a symbolic entrance arch. Within the arch, various elements have been placed almost as if they have been blown there by the wind. The vortex modules within the sculpture are a reference to the large installation from Phase 1 of the Pier 27 project. The curvilinear screens contain fiber optics and LED lighting. Overall, the piece suggests exuberant energy.",None,Pier 27 Toronto Inc.,None,landscape,https://www.aaycock.com,External website,"{'type': 'MultiPoint', 'coordinates': [[-79.373391, 43.642135]]}"
